episode,alice_start,alice_end,alice_goal,bob_start,bob_end,bob_goal,performance,scenario,env_change_rate
1591,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1591,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1591,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1592,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1592,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1592,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1593,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 2)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,0
1593,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1593,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1594,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1594,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1594,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1595,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1595,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1595,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1596,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1596,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1596,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,0
1597,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1597,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1597,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1598,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1598,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1598,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1599,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1599,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1599,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1600,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1600,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1600,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1601,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1601,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1601,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1602,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1602,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1602,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1603,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1603,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1603,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1604,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1604,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1604,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,0
1605,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1605,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1605,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1606,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1606,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1606,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1607,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1607,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1607,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1608,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1608,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1608,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1609,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1609,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1609,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1610,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1610,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1610,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1611,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1611,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1611,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1612,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1612,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1613,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1612,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1613,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1614,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1613,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1614,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1615,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1614,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1616,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1615,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1615,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1617,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1616,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1616,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1618,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1617,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1617,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1619,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1618,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1618,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1620,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1619,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1619,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,0
1620,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1620,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1621,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1621,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1621,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1622,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1622,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1622,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1623,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1623,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1623,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1624,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1624,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,0
1624,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1625,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1625,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1625,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1626,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1626,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1626,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1627,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1627,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1627,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1628,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1628,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1628,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1629,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1629,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1629,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1630,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1630,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1630,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1631,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1631,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1631,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1632,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1632,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1632,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1633,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1633,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1633,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1634,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1634,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1634,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1635,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1635,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1635,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1636,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1636,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1636,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1637,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1637,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1637,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1638,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1638,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1638,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1639,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1639,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1639,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1640,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1640,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1640,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1641,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1641,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1641,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1642,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1642,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1642,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,0
1643,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1643,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1643,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1644,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1644,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1644,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1645,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1645,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1645,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1646,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1646,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1646,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1647,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1647,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1647,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1648,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1648,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1648,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1649,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1649,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1649,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1650,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1650,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1650,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1651,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1651,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1651,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1652,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1652,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1652,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1653,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1653,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1653,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1654,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1654,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1654,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1655,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1655,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1655,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1656,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1656,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
1656,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,0
